"LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ",./SpecPerLic.aspx?jud=2&Lic=11305377,Tehnologica,Tehnic,Electronică automatizări,7.31
"LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ",./SpecPerLic.aspx?jud=2&Lic=11305377,Tehnologica,Tehnic,Mecanică,6.61
"LICEUL TEHNOLOGIC ""I.C. PETRESCU"" STÎLPENI",./SpecPerLic.aspx?jud=2&Lic=11308027,Tehnologica,Tehnic,Mecanică,2.46
"LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MOZĂCENI",./SpecPerLic.aspx?jud=2&Lic=11308022,Tehnologica,Servicii,Economic,5.51
"LICEUL TEHNOLOGIC ""PETRE IONESCU MUSCEL"" DOMNEȘTI",./SpecPerLic.aspx?jud=2&Lic=11308071,Teoretica,Umanist,Filologie,4.09
"LICEUL TEHNOLOGIC ""PETRE IONESCU MUSCEL"" DOMNEȘTI",./SpecPerLic.aspx?jud=2&Lic=11308071,Teoretica,Real,Ştiinţe ale Naturii,2.19
"LICEUL TEHNOLOGIC ""VICTOR SLĂVESCU"" RUCĂR",./SpecPerLic.aspx?jud=2&Lic=11305121,Tehnologica,Servicii,Turism şi alimentaţie,3.99
LICEUL TEHNOLOGIC AUTO CÂMPULUNG,./SpecPerLic.aspx?jud=2&Lic=11305071,Tehnologica,Tehnic,Mecanică,4.34
LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI,./SpecPerLic.aspx?jud=2&Lic=11305115,Tehnologica,Tehnic,Electric,5.91
LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI,./SpecPerLic.aspx?jud=2&Lic=11305115,Tehnologica,Tehnic,Electronică automatizări,6.49
LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI,./SpecPerLic.aspx?jud=2&Lic=11305115,Tehnologica,Tehnic,Mecanică,5.39
LICEUL TEHNOLOGIC COSTEȘTI,./SpecPerLic.aspx?jud=2&Lic=11306685,Tehnologica,Servicii,Comerţ,4.52
LICEUL TEHNOLOGIC NR. 1 MĂRĂCINENI,./SpecPerLic.aspx?jud=2&Lic=11304959,Tehnologica,Resurse naturale si protectia mediului,Industrie alimentară,4.3
LICEUL TEHNOLOGIC REGELE MIHAI I CURTEA DE ARGEȘ,./SpecPerLic.aspx?jud=2&Lic=11305374,Tehnologica,Tehnic,Fabricarea produselor din lemn,5.81
LICEUL TEHNOLOGIC TOPOLOVENI,./SpecPerLic.aspx?jud=2&Lic=11305153,Tehnologica,Tehnic,Mecanică,4.2
LICEUL TEHNOLOGIC TOPOLOVENI,./SpecPerLic.aspx?jud=2&Lic=11305153,Tehnologica,Servicii,Turism şi alimentaţie,5.42
LICEUL TEHNOLOGIC VEDEA,./SpecPerLic.aspx?jud=2&Lic=11308109,Tehnologica,Servicii,Comerţ,4.69
"LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG",./SpecPerLic.aspx?jud=2&Lic=11305069,Teoretica,Umanist,Filologie,7.66
"LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG",./SpecPerLic.aspx?jud=2&Lic=11305069,Teoretica,Real,Matematică-Informatică,6.99
"LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG",./SpecPerLic.aspx?jud=2&Lic=11305069,Teoretica,Real,Ştiinţe ale Naturii,7.46
"LICEUL TEORETIC ""ION BARBU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304991,Teoretica,Umanist,Filologie,8.19
"LICEUL TEORETIC ""ION BARBU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304991,Teoretica,Real,Matematică-Informatică,8.16
"LICEUL TEORETIC ""ION BARBU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304991,Teoretica,Real,Ştiinţe ale Naturii,8.06
